manufacturer,model,description,transmission,engineCapacity,fuelType,elecEnergyConsumption,maxRange,CO2,fuelCost,elecCost,totalCost,euro,enginePower
HONDA,Civic 2019,Civic 1.5 i-VTEC Sport 5 door (Standard Model),A5,1498,Petrol,0,,137,1657,,1657,Euro 6d-TEMP,182
HONDA,Civic 2019,Civic 1.5 i-VTEC Sport Plus 5 door (Standard Model),A5,1498,Petrol,0,,137,1681,,1681,Euro 6d-TEMP,182
HONDA,Civic 2020,Civic 1.5 VTEC Turbo Sport 5 door (Standard Model),A5,1498,Petrol,,,137,1657,,1657,Euro 6d,182
HONDA,Civic 2020,Civic 1.5 VTEC Turbo Sport 5 door (Standard Model),A5,1498,Petrol,,,137,1657,,1657,Euro 6d,182
HONDA,HR-V 2019,HR-V 1.5 VTEC Turbo Sport 5 door (Standard Model),CVT,1498,Petrol,0,,137,1809,,1809,Euro 6d-TEMP,182
HONDA,HR-V 2019,HR-V 1.5 VTEC Turbo Sport 5 door (Standard Model),CVT,1498,Petrol,0,,137,1809,,1809,Euro 6d-TEMP,182
HONDA,HR-V 2019,HR-V 1.5 VTEC Turbo Sport 5 door (Standard Model),CVT,1498,Petrol,0,,137,1809,,1809,Euro 6d-TEMP,182
HONDA,HR-V 2020,HR-V 1.5 VTEC Turbo Sport 5 door (Standard Model),CVT,1498,Petrol,0,,137,1809,,1809,Euro 6d-TEMP,182
HONDA,HR-V 2020,HR-V 1.5 VTEC Turbo Sport 5 door (Standard Model),A1,1498,Petrol,0,,137,1809,,1809,Euro 6d-TEMP,182
HONDA,HR-V 2020,HR-V 1.5 VTEC Turbo Sport 5 door (Standard Model),A1,1498,Petrol,0,,137,1809,,1809,Euro 6d-TEMP,182
HONDA,HR-V 2020,HR-V 1.5 VTEC Turbo Sport 5 door (Standard Model),A1,1498,Petrol,0,,137,1809,,1809,Euro 6d-TEMP,182
HONDA,HR-V 2020,HR-V 1.5 VTEC Turbo Sport 5 door (Standard Model),A1,1498,Petrol,0,,137,1809,,1809,Euro 6d-TEMP,182
HONDA,HR-V 2020,HR-V 1.5 VTEC Turbo Sport 5 door (Standard Model),A1,1498,Petrol,0,,137,1809,,1809,Euro 6d-TEMP,182
JAGUAR,"XE Saloon, 19MY",2.0 i4 Diesel 180PS RWD Auto LOW,A8,1999,Diesel,,,137,1418,,1418,Euro 6d-TEMP,180
KIA,Picanto,X-Line MPi 1.25 83bhp 4-speed auto,4AT,1248,Petrol,0,0,137,1681,,1681,Euro 6d-TEMP,84
KIA,Picanto,'X-Line S' MPi 1.25 83bhp,A4,1248,Petrol,0,0,137,1681,,1681,Euro 6d-TEMP,83
KIA,Sportage,GT-Line 1.6 CRDi 134bhp 7-speed auto DCT ISG AWD,DCT7,1598,Diesel,0,,137,1680,,1680,Euro 6d-TEMP,136
KIA,Sportage,'GT-Line' 2.0 CRDi 182bhp 48V 6-speed manual ISG AWD,M6,1995,Diesel,0,,137,1732,,1732,Euro 6d-TEMP,185
KIA,Picanto MY20,'X-Line' MPi 1.25 83bhp 4-speed auto,4AT,1248,Petrol,,,137,1681,,1681,Euro 6d-TEMP,84
KIA,Picanto MY20,'X-Line S' MPi 1.25 83bhp 4-speed auto,4AT,1248,Petrol,,,137,1681,,1681,Euro 6d-TEMP,84
KIA,Sportage MY20,'GT-Line' 2.0 CRDi 182bhp 48V ISG AWD,M6,1995,Diesel,0,,137,1732,,1732,Euro 6d-TEMP,185
LEXUS,NX,"18"" (AWD) NX",E-CVT,2494,Petrol Hybrid,-1,0,137,N/A,,-1956,Euro 6d-TEMP,197
LEXUS,NX,"18"" (AWD) NX 10"" NAV",E-CVT,2494,Petrol Hybrid,-1,0,137,N/A,,-1956,Euro 6d-TEMP,197
LEXUS,NX,"18"" (AWD) NX Sport Pack",E-CVT,2494,Petrol Hybrid,-1,0,137,N/A,,-1956,Euro 6d-TEMP,197
LEXUS,NX,"18"" (AWD) NX Sport Pack 10"" NAV",E-CVT,2494,Petrol Hybrid,-1,0,137,N/A,,-1956,Euro 6d-TEMP,197
LEXUS,NX,"18"" (AWD) NX Premium Pack",E-CVT,2494,Petrol Hybrid,-1,0,137,N/A,,-1956,Euro 6d-TEMP,197
LEXUS,NX,"18"" (AWD) NX Premium Pack Pan",E-CVT,2494,Petrol Hybrid,-1,0,137,N/A,,-1956,Euro 6d-TEMP,197
LEXUS,NX,"18"" (AWD) NX Premium Pack Lthr",E-CVT,2494,Petrol Hybrid,-1,0,137,N/A,,-1956,Euro 6d-TEMP,197
LEXUS,NX,"18"" (AWD) NX Premium Pack, Lthr, Pan",E-CVT,2494,Petrol Hybrid,-1,0,137,N/A,,-1956,Euro 6d-TEMP,197
LEXUS,NX,"18"" (AWD) F SPORT Premium Pack",E-CVT,2494,Petrol Hybrid,-1,0,137,N/A,,-1956,Euro 6d-TEMP,197
LEXUS,NX,"18"" (AWD) F SPORT Premium Pack Pan",E-CVT,2494,Petrol Hybrid,-1,0,137,N/A,,-1956,Euro 6d-TEMP,197
LEXUS,NX,"18"" (AWD) F SPORT Takumi  Pack Sun",E-CVT,2494,Petrol Hybrid,-1,0,137,N/A,,-1956,Euro 6d-TEMP,197
LEXUS,NX,"18"" (AWD) F SPORT Takumi Pack Pan",E-CVT,2494,Petrol Hybrid,-1,0,137,N/A,,-1956,Euro 6d-TEMP,197
LEXUS,NX,"18"" (AWD) Takumi Sun",E-CVT,2494,Petrol Hybrid,-1,0,137,N/A,,-1956,Euro 6d-TEMP,197
LEXUS,NX,"18"" (AWD) Takumi Pan",E-CVT,2494,Petrol Hybrid,-1,0,137,N/A,,-1956,Euro 6d-TEMP,197
MAZDA,Mazda CX-5,2.2 184ps AWD Sport Nav+ / Diesel / Black Leather /  Sunroof (06/18),M6,2191,Diesel,0,,137,1708,,1708,Euro 6d-TEMP,184
MAZDA,Mazda CX-5,2.2 184ps AWD Sport Nav+ / Diesel / Black Leather / Safety Pack / Sunroof (06/18),M6,2191,Diesel,0,,137,1708,,1708,Euro 6d-TEMP,184
MAZDA,Mazda CX-5,2.2 184ps AWD Sport Nav+ / Diesel /  Stone Leather / Safety Pack / Sunroof (06/18),M6,2191,Diesel,0,,137,1708,,1708,Euro 6d-TEMP,184
MAZDA,Mazda CX-5,2.2 184ps AWD Sport Nav+ / Diesel /  Stone Leather / Safety Pack / Sunroof (06/18),M6,2192,Diesel,0,,137,1669,,1669,Euro 6d-TEMP,184
MAZDA,Mazda CX-5,2.2 184ps AWD Sport Nav+ / Diesel / Black Leather /  Sunroof (06/18),M6,2193,Diesel,0,,137,1632,,1632,Euro 6d-TEMP,184
MAZDA,Mazda CX-5,2.2 184ps AWD Sport Nav+ / Diesel / Black Leather / Safety Pack / Sunroof (06/18),M6,2194,Diesel,0,,137,1596,,1596,Euro 6d-TEMP,184
MAZDA,Mazda CX-5,2.2 184ps AWD GT Sport Nav+ / Nappa Leather / Safety Pack / Sunroof (11/18),M6,2195,Diesel,0,,137,1562,,1562,Euro 6d-TEMP,184
NISSAN,X-Trail 2018,Visia 5Seat,6MT,1749,Diesel,0,,137,1680,,1680,Euro 6d-TEMP,110
NISSAN,X-Trail 2018,Acenta/Acenta Premium 5Seat,6MT,1749,Diesel,0,,137,1680,,1680,Euro 6d-TEMP,110
NISSAN,X-Trail 2018,N-CONNECTA 5Seat,6MT,1749,Diesel,0,,137,1708,,1708,Euro 6d-TEMP,110
NISSAN,X-Trail 2018,Visia 7Seat,6MT,1749,Diesel,0,,137,1708,,1708,Euro 6d-TEMP,110
NISSAN,X-Trail 2018,Acenta/Acenta Premium 7Seat,6MT,1749,Diesel,0,,137,1708,,1708,Euro 6d-TEMP,110
NISSAN,X-Trail 2018,N-CONNECTA 7Seat,6MT,1749,Diesel,0,,137,1732,,1732,Euro 6d-TEMP,110
PEUGEOT,308,PureTech 225 S&S EAT8,a8,1598,Petrol,0,,137,1922,,1922,Euro 6d-TEMP,224
PEUGEOT,308 SW,PureTech 225 S&S EAT8,a8,1598,Petrol,0,,137,1922,,1922,Euro 6d-TEMP,224
VOLVO,V40 MY19,"T2 Inscription 17"" Alloy",6MT,1969,Petrol,0,,137,1791,,1791,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Inscription 17"" Alloy",6MT,1969,Petrol,0,,137,1657,,1657,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Momentum 16"" Alloy",6MT,1969,Petrol,0,,137,1791,,1791,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Momentum 16"" Alloy",6MT,1969,Petrol,0,,137,1657,,1657,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Momentum 17"" Alloy",6MT,1969,Petrol,0,,137,1791,,1791,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Momentum 17"" Alloy",6MT,1969,Petrol,0,,137,1657,,1657,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Momentum Edition 16"" Alloy",6MT,1969,Petrol,0,,137,1791,,1791,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Momentum Edition 16"" Alloy",6MT,1969,Petrol,0,,137,1657,,1657,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Momentum Edition 17"" Alloy",6MT,1969,Petrol,0,,137,1791,,1791,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Momentum Edition 17"" Alloy",6MT,1969,Petrol,0,,137,1657,,1657,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Momentum Nav Plus 16"" Alloy",6MT,1969,Petrol,0,,137,1791,,1791,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Momentum Nav Plus 16"" Alloy",6MT,1969,Petrol,0,,137,1657,,1657,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Momentum Nav Plus 17"" Alloy",6MT,1969,Petrol,0,,137,1791,,1791,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Momentum Nav Plus 17"" Alloy",6MT,1969,Petrol,0,,137,1657,,1657,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 R-Design 17"" Alloy",6MT,1969,Petrol,0,,137,1791,,1791,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 R-Design 17"" Alloy",6MT,1969,Petrol,0,,137,1657,,1657,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 R-Design Nav Plus 17"" Alloy",6MT,1969,Petrol,0,,137,1791,,1791,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 R-Design Nav Plus 17"" Alloy",6MT,1969,Petrol,0,,137,1657,,1657,Euro 6d-TEMP,122
CITROEN,SpaceTourer,M BlueHDi 100,m6,1499,Diesel,0,,138,1579,,1579,Euro 6d-TEMP,102
FORD,All New Fiesta Model Year Post 2019½,1.0 EcoBoost (Stop-Start),A6,998,Petrol,0,,138,1755,,1755,Euro 6d-TEMP,100
FORD,Focus Model Year Pre 2019¾,1.5 EcoBoost,a8,1496,Petrol,0,,138,1832,,1832,Euro 6d-TEMP,182
FORD,C-MAX Model Year Post 2019,1.5 TDCi (Stop/Start),M6,1499,Diesel,0,,138,1708,,1708,Euro 6d-TEMP,120
FORD,Grand C-MAX Model Year Post 2019,1.5 TDCi (Stop/Start),M6,1499,Diesel,0,,138,1708,,1708,Euro 6d-TEMP,120
JAGUAR,"XF Saloon, 19MY",2.0 i4 Diesel 163PS RWD Auto LOW,A8,1999,Diesel,,,138,1461,,1461,Euro 6d-TEMP,163
JAGUAR,"XF Saloon, 19MY",2.0 i4 Diesel 163PS RWD Auto HIGH,A8,1999,Diesel,,,138,1549,,1549,Euro 6d-TEMP,163
LEXUS,RX L,"450h 20"" wheels",E-CVT,3456,Petrol Hybrid,0,0,138,1975,,1975,Euro 6d-TEMP,313
LEXUS,RX L,"20"" (AWD) Premium Pack",E-CVT,3456,Petrol Hybrid,-1,0,138,N/A,,-1956,Euro 6d-TEMP,313
LEXUS,RX L,"20"" (AWD) Premium Pack [Sun]",E-CVT,3456,Petrol Hybrid,-1,0,138,N/A,,-1956,Euro 6d-TEMP,313
LEXUS,RX L,"20"" (AWD) Premium Tech & Safety Pk",E-CVT,3456,Petrol Hybrid,-1,0,138,N/A,,-1956,Euro 6d-TEMP,313
LEXUS,RX L,"20"" (AWD) Takumi",E-CVT,3456,Petrol Hybrid,-1,0,138,N/A,,-1956,Euro 6d-TEMP,313
LEXUS,RX L,"20"" (AWD) Premium Pack",E-CVT,3456,Petrol Hybrid,-1,0,138,N/A,,-1956,Euro 6d-TEMP,313
LEXUS,RX L,"20"" (AWD) Premium Pack [Sun]",E-CVT,3456,Petrol Hybrid,-1,0,138,N/A,,-1956,Euro 6d-TEMP,313
LEXUS,RX L,"20"" (AWD) Premium Tech & Safety Pack",E-CVT,3456,Petrol Hybrid,-1,0,138,N/A,,-1956,Euro 6d-TEMP,313
LEXUS,RX L,"20"" (AWD) Takumi",E-CVT,3456,Petrol Hybrid,-1,0,138,N/A,,-1956,Euro 6d-TEMP,313
NISSAN,Qashqai 2018,1.7 dCi 150 4WD,M7,1749,Diesel,0,,138,1552,,1552,Euro 6d-TEMP,150
NISSAN,Qashqai 2018,1.7 dCi 150 4WD,M7,1749,Diesel,0,,138,1579,,1579,Euro 6d-TEMP,150
PEUGEOT,Expert Combi,BlueHDi 100 S&S,m6,1499,Diesel,0,,138,1579,,1579,Euro 6d-TEMP,102
VOLVO,V40 MY19,"T3 Cross Country 18"" Alloy",6AT,1498,Petrol,0,,138,1922,,1922,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Cross Country 18"" Alloy",6AT,1498,Petrol,0,,138,1734,,1734,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Cross Country Edition 18"" Alloy",6AT,1498,Petrol,0,,138,1922,,1922,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Cross Country Edition 18"" Alloy",6AT,1498,Petrol,0,,138,1734,,1734,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Cross Country Nav Plus 18"" Alloy",6AT,1498,Petrol,0,,138,1922,,1922,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Cross Country Nav Plus 18"" Alloy",6AT,1498,Petrol,0,,138,1734,,1734,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Cross Country Pro 18"" Alloy",6AT,1498,Petrol,0,,138,1922,,1922,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Cross Country Pro 18"" Alloy",6AT,1498,Petrol,0,,138,1734,,1734,Euro 6d-TEMP,152
CHRYSLER JEEP,Jeep Renegade MY 2019,1.0 (120bhp) 4x2,M6,999,Petrol,0,,139,1906,,1906,Euro 6d-TEMP,
CHRYSLER JEEP,Jeep Renegade MY 2019,1.3 (111kw 150bhp) FWD (AXP11 ?14C???),A6,1332,Petrol,0,0,139,1932,,1932,Euro 6d-TEMP,
CITROEN,Dispatch Combi,XS BlueHDi 100 S&S,M6,1499,Diesel,0,,139,1814,,1814,Euro 6d-TEMP,102
CITROEN,SpaceTourer,M BlueHDi 100,m6,1499,Diesel,0,,139,1814,,1814,Euro 6d-TEMP,102
FORD,Focus Model Year Pre 2019¾,1.5 EcoBoost,a8,1496,Petrol,0,,139,1856,,1856,Euro 6d-TEMP,150
FORD,S-MAX Model Year Pre 2019¾,2.0 EcoBlue,a8,1995,Diesel,0,,139,1658,,1658,Euro 6d-TEMP,150
FORD,S-MAX Model Year Post 2019¾,2.0 EcoBlue,a8,1995,Diesel,,,139,1658,,1658,Euro 6d-TEMP,150
FORD,Galaxy Model Year Pre 2019¾,2.0 EcoBlue,a8,1995,Diesel,0,,139,1658,,1658,Euro 6d-TEMP,150
FORD,Galaxy Model Year Post 2019¾,2.0 EcoBlue,a8,1995,Diesel,,,139,1658,,1658,Euro 6d-TEMP,150
FORD,New Tourneo Connect Model Year Pre 2019.75,1.5 EcoBlue,a8,1499,Diesel,0,,139,1837,,1837,Euro 6d-TEMP,100
FORD,New Tourneo Connect Model Year Post 2019.75,1.5 EcoBlue,a8,1499,Diesel,,,139,1837,,1837,Euro 6d-TEMP,100
FORD,New Grand Tourneo Connect Model Year Pre 2019.75,1.5 EcoBlue,a8,1499,Diesel,0,,139,1837,,1837,Euro 6d-TEMP,100
FORD,New Grand Tourneo Connect Model Year Post 2019.75,1.5 EcoBlue,a8,1499,Diesel,,,139,1837,,1837,Euro 6d-TEMP,100
JAGUAR,"XF Saloon, 19MY",2.0 i4 Diesel 180PS RWD Auto LOW,A8,1999,Diesel,,,139,1464,,1464,Euro 6d-TEMP,180
KIA,Sportage,4 1.6 CRDi 134bhp 7-speed auto DCT ISG AWD,DCT7,1598,Diesel,0,,139,1708,,1708,Euro 6d-TEMP,136
PEUGEOT,Expert Combi,BlueHDi 100 S&S,m6,1499,Diesel,0,,139,1814,,1814,Euro 6d-TEMP,102
SUZUKI,Vitara,1.4 Boosterjet 4WD,M6,1373,Petrol,0,,139,1881,,1881,Euro 6d-TEMP,140
SUZUKI,Vitara 2019,1.4 Boosterjet SZ5 ALLGRIP,M6,1373,Petrol,,,139,1881,,1881,Euro 6-WLTP,140
VOLVO,V40 MY19,"T3 Inscription 17"" Alloy",6MT,1969,Petrol,0,,139,1777,,1777,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Inscription 17"" Alloy",6MT,1969,Petrol,0,,139,1657,,1657,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Momentum 16"" Alloy",6MT,1969,Petrol,0,,139,1777,,1777,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Momentum 16"" Alloy",6MT,1969,Petrol,0,,139,1657,,1657,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Momentum 17"" Alloy",6MT,1969,Petrol,0,,139,1777,,1777,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Momentum 17"" Alloy",6MT,1969,Petrol,0,,139,1657,,1657,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Momentum Nav Plus 16"" Alloy",6MT,1969,Petrol,0,,139,1777,,1777,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Momentum Nav Plus 16"" Alloy",6MT,1969,Petrol,0,,139,1657,,1657,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Momentum Nav Plus 17"" Alloy",6MT,1969,Petrol,0,,139,1777,,1777,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Momentum Nav Plus 17"" Alloy",6MT,1969,Petrol,0,,139,1657,,1657,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 R-Design 17"" Alloy",6MT,1969,Petrol,0,,139,1777,,1777,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 R-Design 17"" Alloy",6MT,1969,Petrol,0,,139,1657,,1657,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 R-Design Nav Plus 17"" Alloy",6MT,1969,Petrol,0,,139,1777,,1777,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 R-Design Nav Plus 17"" Alloy",6MT,1969,Petrol,0,,139,1657,,1657,Euro 6d-TEMP,152
VOLVO,V90 MY19,"D4 AWD Cross Country 18"" Alloy",8A-AWD,1969,Diesel,0,,139,1823,,1823,Euro 6d-TEMP,190
VOLVO,V90 MY19,"D4 AWD Cross Country 18"" Alloy",8A-AWD,1969,Diesel,0,,139,1696,,1696,Euro 6d-TEMP,190
VOLVO,V90 MY19,"D4 AWD Cross Country 21"" Alloy",8A-AWD,1969,Diesel,0,,139,1823,,1823,Euro 6d-TEMP,190
VOLVO,V90 MY19,"D4 AWD Cross Country 21"" Alloy",8A-AWD,1969,Diesel,0,,139,1696,,1696,Euro 6d-TEMP,190
VOLVO,XC60 MY19,"D4 AWD Momentum 18"" Alloy",6MT,1969,Diesel,0,,139,1865,,1865,Euro 6d-TEMP,190
VOLVO,XC60 MY19,"D4 AWD Momentum 18"" Alloy",6MT,1969,Diesel,0,,139,1632,,1632,Euro 6d-TEMP,190
VOLVO,XC60 MY19,"D4 AWD Momentum Pro 18"" Alloy",6MT,1969,Diesel,0,,139,1865,,1865,Euro 6d-TEMP,190
VOLVO,XC60 MY19,"D4 AWD Momentum Pro 18"" Alloy",6MT,1969,Diesel,0,,139,1632,,1632,Euro 6d-TEMP,190
VOLVO,"V90, MY20","D4 AWD Cross Country Plus 21"" Alloy",8A-AWD,1969,Diesel,0,34,139,1823,,1823,Euro 6d-TEMP,190
VOLVO,"V90, MY20","D4 AWD Cross Country Plus 21"" Alloy",8A-AWD,1969,Diesel,0,34,139,1696,,1696,Euro 6d-TEMP,190
FORD,New EcoSport Model Year Post 2019½,1.5 EcoBlue,M6-AWD,1499,Diesel,0,,140,1732,,1732,Euro 6d-TEMP,125
FORD,S-MAX Model Year Pre 2019¾,2.0 EcoBlue,M6,1995,Diesel,0,,140,1761,,1761,Euro 6d-TEMP,120
FORD,Galaxy Model Year Pre 2019¾,2.0 EcoBlue,M6,1995,Diesel,0,,140,1761,,1761,Euro 6d-TEMP,120
FORD,New Tourneo Connect Model Year Pre 2019.75,1.5 EcoBlue,a8,1499,Diesel,0,,140,1809,,1809,Euro 6d-TEMP,120
FORD,New Tourneo Connect Model Year Post 2019.75,1.5 EcoBlue,a8,1499,Diesel,,,140,1809,,1809,Euro 6d-TEMP,120
FORD,New Grand Tourneo Connect Model Year Pre 2019.75,1.5 EcoBlue,a8,1499,Diesel,0,,140,1809,,1809,Euro 6d-TEMP,120
FORD,New Grand Tourneo Connect Model Year Post 2019.75,1.5 EcoBlue,a8,1499,Diesel,,,140,1809,,1809,Euro 6d-TEMP,120
MAZDA,Mazda CX-3,121ps 2WD Sport Nav+ Auto / Safety Pack,A6,1998,Petrol,,,140,1809,,1809,Euro 6d-TEMP,121
MAZDA,Mazda CX-3,121ps 2WD Sport Nav+ Auto / Stone Leather / Safety Pack,A6,1998,Petrol,,,140,1809,,1809,Euro 6d-TEMP,121
MAZDA,Mazda CX-3,121ps 2WD SE-L Nav+ Auto,A6,1998,Petrol,,,140,1809,,1809,Euro 6d-TEMP,121
MAZDA,Mazda CX-3,121ps 2WD Sport Nav+ Auto,A6,1998,Petrol,,,140,1809,,1809,Euro 6d-TEMP,121
SEAT,Alhambra,S 2.0 TDI NR DSG-auto 150PS,A6,2000,Diesel,0,,140,1761,,1761,Euro 6d-TEMP,150
SEAT,Alhambra,SE 2.0 TDI NR DSG-auto 150PS,A6,2000,Diesel,0,,140,1761,,1761,Euro 6d-TEMP,150
SEAT,Alhambra,SE L 2.0 TDI NR DSG-auto 150PS,A6,2000,Diesel,0,,140,1761,,1761,Euro 6d-TEMP,150
SEAT,Alhambra,XCELLENCE 2.0 TDI NR DSG-auto 150PS,A6,2000,Diesel,0,,140,1761,,1761,Euro 6d-TEMP,150
VOLVO,V40 MY19,"T3 Cross Country 19"" Alloy",6AT,1498,Petrol,0,,140,1922,,1922,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Cross Country 19"" Alloy",6AT,1498,Petrol,0,,140,1734,,1734,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Cross Country Nav Plus 19"" Alloy",6AT,1498,Petrol,0,,140,1922,,1922,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Cross Country Nav Plus 19"" Alloy",6AT,1498,Petrol,0,,140,1734,,1734,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Cross Country Pro 19"" Alloy",6AT,1498,Petrol,0,,140,1922,,1922,Euro 6d-TEMP,152
VOLVO,V40 MY19,"T3 Cross Country Pro 19"" Alloy",6AT,1498,Petrol,0,,140,1734,,1734,Euro 6d-TEMP,152
CHRYSLER JEEP,Jeep Renegade MY 2019,1.3 (150bhp) 4X2 (AXP11 E14B8),SA6,1332,Petrol,0,,141,1782,,1782,Euro 6d-TEMP,
CHRYSLER JEEP,Jeep Renegade MY 2019,1.3 (150bhp) 4X2 (AXP11 E14B8F),SA6,1332,Petrol,0,,141,1782,,1782,Euro 6d-TEMP,
CHRYSLER JEEP,Jeep Renegade MY 2019,1.3 (111kw 150bhp) FWD (AXP11 ?14B??),A6,1332,Petrol,0,,141,1782,,1782,Euro 6d-TEMP,
FORD,New EcoSport Model Year Post 2019½,1.0 EcoBoost,A6,998,Petrol,0,,141,1856,,1856,Euro 6d-TEMP,125
FORD,Kuga Model Year Post 2019¾,2.0 TDCi,M6,1997,Diesel,,,141,1658,,1658,Euro 6d-TEMP,150
HYUNDAI,i10,1.2l SE,A4,1248,Petrol,0,,141,1709,,1709,Euro 6d-TEMP,87
HYUNDAI,i10,1.2l Premium,A4,1248,Petrol,0,,141,1734,,1734,Euro 6d-TEMP,87
HYUNDAI,i10,1.2l Premium SE,A4,1248,Petrol,0,,141,1734,,1734,Euro 6d-TEMP,87
JAGUAR,"XE Saloon, 19MY",2.0 i4 Diesel 180PS RWD Auto HIGH,A8,1999,Diesel,,,141,1552,,1552,Euro 6d-TEMP,180
KIA,Sportage,GT-Line 2.0 CRDi 182bhp 48V 6-speed manual ISG AWD,M6,1995,Diesel,0,,141,1732,,1732,Euro 6d-TEMP,185
MAZDA,Mazda CX-3,121ps 2WD GT Sport Nav+,M6,1998,Petrol,,,141,1657,,1657,Euro 6d-TEMP,121
MAZDA,Mazda CX-3,121ps 2WD SE Nav+,M6,1998,Petrol,,,141,1657,,1657,Euro 6d-TEMP,121
MAZDA,Mazda CX-3,121ps 2WD SE-L Nav+,M6,1998,Petrol,,,141,1657,,1657,Euro 6d-TEMP,121
MAZDA,Mazda CX-3,121ps 2WD Sport Black+,M6,1998,Petrol,,,141,1657,,1657,Euro 6d-TEMP,121
MAZDA,Mazda CX-3,121ps 2WD Sport Nav+,M6,1998,Petrol,,,141,1657,,1657,Euro 6d-TEMP,121
MAZDA,Mazda CX-3,121ps 2WD Sport Nav+ / Safety Pack,M6,1998,Petrol,,,141,1657,,1657,Euro 6d-TEMP,121
MAZDA,Mazda CX-3,121ps 2WD Sport Nav+ / Stone Leather / Safety Pack,M6,1998,Petrol,,,141,1657,,1657,Euro 6d-TEMP,121
MAZDA,Mazda6,2.0 145ps Petrol Auto,A6,1998,Petrol,,,141,1755,,1755,Euro 6d-TEMP,145
MAZDA,Mazda6,2.0 145ps SE-L Nav+ Automatic / Black Cloth (03/18),A6,1998,Petrol,,,141,1755,,1755,Euro 6d-TEMP,145
SEAT,Leon 5 Door,FR 2.0 TSI DSG-auto 190PS,A7,2000,Petrol,0,,141,1755,,1755,Euro 6d-TEMP,190
SEAT,Leon 5 Door,FR Sport 2.0 TSI DSG-auto 190PS,A7,2000,Petrol,0,,141,1755,,1755,Euro 6d-TEMP,190
SEAT,Leon 5 Door,XCELLENCE 2.0 TSI DSG-auto 190PS,A7,2000,Petrol,0,,141,1734,,1734,Euro 6d-TEMP,190
SEAT,Leon 5 Door,XCELLENCE Lux 2.0 TSI DSG-auto 190PS,A7,2000,Petrol,0,,141,1734,,1734,Euro 6d-TEMP,190
SEAT,Leon ST,FR 2.0 TSI DSG-auto 190PS,A7,2000,Petrol,0,,141,1782,,1782,Euro 6d-TEMP,190
SEAT,Leon ST,FR Sport 2.0 TSI DSG-auto 190PS,A7,2000,Petrol,0,,141,1782,,1782,Euro 6d-TEMP,190
SEAT,Leon ST,XCELLENCE 2.0 TSI DSG-auto 190PS,A7,2000,Petrol,0,,141,1782,,1782,Euro 6d-TEMP,190
SEAT,Leon ST,XCELLENCE Lux 2.0 TSI DSG-auto 190PS,A7,2000,Petrol,0,,141,1782,,1782,Euro 6d-TEMP,190
SUZUKI,S-Cross 2019,1.4 Boosterjet SZ5 ALLGRIP,M6,1373,Petrol,,,141,1828,,1828,Euro 6-WLTP,140
SUZUKI,S-Cross 2019,1.4 Boosterjet SZ5 ALLGRIP,A6,1373,Petrol,,,141,1828,,1828,Euro 6-WLTP,140
