manufacturer,model,description,transmission,engineCapacity,fuelType,elecEnergyConsumption,maxRange,CO2,fuelCost,elecCost,totalCost,euro,enginePower
VOLVO,XC40 MY19,"D3 AWD Momentum 18"" Alloy",8A-AWD,1969,Diesel,0,,141,1712,,1712,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Momentum 18"" Alloy",8A-AWD,1969,Diesel,0,,141,1632,,1632,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Momentum Pro 18"" Alloy",8A-AWD,1969,Diesel,0,,141,1712,,1712,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Momentum Pro 18"" Alloy",8A-AWD,1969,Diesel,0,,141,1632,,1632,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Inscription 18"" Alloy",8A-AWD,1969,Diesel,0,,141,1712,,1712,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Inscription 18"" Alloy",8A-AWD,1969,Diesel,0,,141,1632,,1632,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD R-Design 18"" Alloy",8A-AWD,1969,Diesel,0,,141,1712,,1712,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD R-Design 18"" Alloy",8A-AWD,1969,Diesel,0,,141,1632,,1632,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Inscription 18"" Alloy",8A-AWD,1969,Diesel,0,34,141,1712,,1712,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Inscription 18"" Alloy",8A-AWD,1969,Diesel,0,34,141,1632,,1632,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Momentum 18"" Alloy",8A-AWD,1969,Diesel,0,29,141,1712,,1712,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Momentum 18"" Alloy",8A-AWD,1969,Diesel,0,29,141,1632,,1632,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Momentum Pro 18"" Alloy",8A-AWD,1969,Diesel,0,29,141,1712,,1712,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Momentum Pro 18"" Alloy",8A-AWD,1969,Diesel,0,29,141,1632,,1632,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD R-Design 18"" Alloy",8A-AWD,1969,Diesel,0,29,141,1712,,1712,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD R-Design 18"" Alloy",8A-AWD,1969,Diesel,0,29,141,1632,,1632,Euro 6d-TEMP,150
ALFA ROMEO,Stelvio,2.2 Super RWD,A8,2143,Diesel,0,,142,1761,,1761,Euro 6d-TEMP,
CHRYSLER JEEP,Jeep Renegade MY 2019,1.3 (150bhp) 4x2,SA6,1332,Petrol,0,,142,1657,,1657,Euro 6d-TEMP,
CITROEN,SpaceTourer,M BlueHDi 150 S&S,m6,1997,Diesel,0,,142,1745,,1745,Euro 6d-TEMP,150
HYUNDAI,Kona,Iron Man Edition,DCT7,1591,Petrol,0,,142,1832,,1832,Euro 6d-TEMP,177
KIA,XCeed,"""3' 1.4 T-GDi 138bhp",MT6,1353,Petrol,,,142,1657,,1657,Euro 6d-TEMP,140
KIA,XCeed,"""First Edition' 1.4 T-GDi 138bhp",MT6,1353,Petrol,,,142,1657,,1657,Euro 6d-TEMP,140
KIA,ProCeed,GT 1.6 T-GDi  201bhp 7-speed auto DCT ISG,7DCT,1591,Petrol,0,0,142,1805,,1805,Euro 6d-TEMP,204
KIA,ProCeed,GT 1.6 T-GDi  201bhp 7-speed auto DCT ISG with ADAP,7DCT,1591,Petrol,0,0,142,1805,,1805,Euro 6d-TEMP,204
KIA,ProCeed MY20,'GT' 1.6 T-GDi  201bhp 7-speed auto DCT ISG,7DCT,1591,Petrol,,,142,1805,,1805,Euro 6d-TEMP,204
KIA,ProCeed MY20,'GT' 1.6 T-GDi  201bhp 7-speed auto DCT ISG with ADAP,7DCT,1591,Petrol,,,142,1805,,1805,Euro 6d-TEMP,204
MAZDA,Mazda6,2.0 145PS Petrol,M6,1998,Petrol,,,142,1681,,1681,Euro 6d-TEMP,145
MAZDA,Mazda6,2.0 145ps SE-L LUX Nav+ / Black Leather (03/18),M6,1998,Petrol,,,142,1681,,1681,Euro 6d-TEMP,145
MAZDA,Mazda6,2.0 145ps SE-L Nav+ / Black Cloth (03/18),M6,1998,Petrol,,,142,1681,,1681,Euro 6d-TEMP,145
PEUGEOT,Traveller,BlueHDi 150 S&S,m6,1997,Diesel,0,,142,1745,,1745,Euro 6d-TEMP,150
TOYOTA,Proace Verso,Compact 2.0l Manual,M6,1997,Diesel,0,,142,1732,,1732,Euro 6b,150
TOYOTA,Proace Verso,Compact 2.0l Manual,M6,1997,Diesel,0,,142,2025,,2025,Euro 6b,150
TOYOTA,Proace Verso,Compact 2.0l Manual Prem,M6,1997,Diesel,,,142,1732,,1732,Euro 6b,150
VOLVO,S90 MY19,"D5 POWERPULSE AWD R-Design 20"" Alloy",8AT,1969,Diesel,0,,142,1870,,1870,Euro 6d-TEMP,235
VOLVO,S90 MY19,"D5 POWERPULSE AWD R-Design 20"" Alloy",8AT,1969,Diesel,0,,142,1673,,1673,Euro 6d-TEMP,235
VOLVO,S90 MY19,"D5 POWERPULSE AWD R-Design Pro 18"" Alloy",8AT,1969,Diesel,0,,142,1870,,1870,Euro 6d-TEMP,235
VOLVO,S90 MY19,"D5 POWERPULSE AWD R-Design Pro 18"" Alloy",8AT,1969,Diesel,0,,142,1673,,1673,Euro 6d-TEMP,235
VOLVO,S90 MY19,"D5 POWERPULSE AWD R-Design Pro 20"" Alloy",8AT,1969,Diesel,0,,142,1870,,1870,Euro 6d-TEMP,235
VOLVO,S90 MY19,"D5 POWERPULSE AWD R-Design Pro 20"" Alloy",8AT,1969,Diesel,0,,142,1673,,1673,Euro 6d-TEMP,235
VOLVO,S90 MY19,"D5 POWERPULSE AWD Inscription 18"" Alloy",8AT,1969,Diesel,0,,142,1673,,1673,Euro 6d-TEMP,235
VOLVO,S90 MY19,"D5 POWERPULSE AWD Inscription 20"" Alloy",8AT,1969,Diesel,0,,142,1870,,1870,Euro 6d-TEMP,235
VOLVO,S90 MY19,"D5 POWERPULSE AWD Inscription 20"" Alloy",8AT,1969,Diesel,0,,142,1673,,1673,Euro 6d-TEMP,235
VOLVO,S90 MY19,"D5 POWERPULSE AWD Inscription Pro 20"" Alloy",8AT,1969,Diesel,0,,142,1870,,1870,Euro 6d-TEMP,235
VOLVO,S90 MY19,"D5 POWERPULSE AWD Inscription Pro 20"" Alloy",8AT,1969,Diesel,0,,142,1673,,1673,Euro 6d-TEMP,235
VOLVO,S90 MY19,"D5 POWERPULSE AWD Inscription 18"" Alloy",8AT,1969,Diesel,0,,142,1870,,1870,Euro 6d-TEMP,235
VOLVO,S90 MY19,D5 POWERPULSE AWD R-Design 18,8AT,1969,Diesel,0,,142,1870,,1870,Euro 6d-TEMP,235
VOLVO,S90 MY19,"D5 POWERPULSE AWD R-Design 18"" Alloy",8AT,1969,Diesel,0,,142,1673,,1673,Euro 6d-TEMP,235
VOLVO,V40 MY19,"T2 Inscription 18"" Alloy",6MT,1969,Petrol,0,,142,1791,,1791,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Inscription 18"" Alloy",6MT,1969,Petrol,0,,142,1657,,1657,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Momentum 18"" Alloy",6MT,1969,Petrol,0,,142,1791,,1791,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Momentum 18"" Alloy",6MT,1969,Petrol,0,,142,1657,,1657,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Momentum Nav Plus 18"" Alloy",6MT,1969,Petrol,0,,142,1791,,1791,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 Momentum Nav Plus 18"" Alloy",6MT,1969,Petrol,0,,142,1657,,1657,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 R-Design 18"" Alloy",6MT,1969,Petrol,0,,142,1791,,1791,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 R-Design 18"" Alloy",6MT,1969,Petrol,0,,142,1657,,1657,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 R-Design Edition 18"" Alloy",6MT,1969,Petrol,0,,142,1791,,1791,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 R-Design Edition 18"" Alloy",6MT,1969,Petrol,0,,142,1657,,1657,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 R-Design Nav Plus 18"" Alloy",6MT,1969,Petrol,0,,142,1791,,1791,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 R-Design Nav Plus 18"" Alloy",6MT,1969,Petrol,0,,142,1657,,1657,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 R-Design Pro 18"" Alloy",6MT,1969,Petrol,0,,142,1791,,1791,Euro 6d-TEMP,122
VOLVO,V40 MY19,"T2 R-Design Pro 18"" Alloy",6MT,1969,Petrol,0,,142,1657,,1657,Euro 6d-TEMP,122
VOLVO,XC40 MY19,"D3 AWD R-Design Pro 20"" Alloy",8A-AWD,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Inscription Pro 20"" Alloy",8A-AWD,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Momentum 19"" Alloy",8A-AWD,1969,Diesel,0,,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Momentum 19"" Alloy",8A-AWD,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Momentum 20"" Alloy",8A-AWD,1969,Diesel,0,,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Momentum 20"" Alloy",8A-AWD,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Momentum Pro 19"" Alloy",8A-AWD,1969,Diesel,0,,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Inscription 19"" Alloy",8A-AWD,1969,Diesel,0,,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Inscription 19"" Alloy",8A-AWD,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Inscription 20"" Alloy",8A-AWD,1969,Diesel,0,,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Inscription 20"" Alloy",8A-AWD,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Inscription Pro 19"" Alloy",8A-AWD,1969,Diesel,0,,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Inscription Pro 19"" Alloy",8A-AWD,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Inscription Pro 20"" Alloy",8A-AWD,1969,Diesel,0,,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Momentum Pro 19"" Alloy",8A-AWD,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Momentum Pro 20"" Alloy",8A-AWD,1969,Diesel,0,,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD Momentum Pro 20"" Alloy",8A-AWD,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD R-Design 19"" Alloy",8A-AWD,1969,Diesel,0,,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD R-Design 19"" Alloy",8A-AWD,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD R-Design 20"" Alloy",8A-AWD,1969,Diesel,0,,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD R-Design 20"" Alloy",8A-AWD,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,XC40 MY19,"D3 AWD R-Design Pro 20"" Alloy",8A-AWD,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,XC60 MY19,"D4 AWD Inscription 19"" Alloy",6MT,1969,Diesel,0,,142,1865,,1865,Euro 6d-TEMP,190
VOLVO,XC60 MY19,"D4 AWD Inscription 19"" Alloy",6MT,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,190
VOLVO,XC60 MY19,"D4 AWD Inscription 20"" Alloy",6MT,1969,Diesel,0,,142,1865,,1865,Euro 6d-TEMP,190
VOLVO,XC60 MY19,"D4 AWD Inscription 20"" Alloy",6MT,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,190
VOLVO,XC60 MY19,"D4 AWD Inscription Pro 20"" Alloy",6MT,1969,Diesel,0,,142,1865,,1865,Euro 6d-TEMP,190
VOLVO,XC60 MY19,"D4 AWD Inscription Pro 20"" Alloy",6MT,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,190
VOLVO,XC60 MY19,"D4 AWD Momentum 19"" Alloy",6MT,1969,Diesel,0,,142,1865,,1865,Euro 6d-TEMP,190
VOLVO,XC60 MY19,"D4 AWD Momentum 19"" Alloy",6MT,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,190
VOLVO,XC60 MY19,"D4 AWD Momentum Pro 19"" Alloy",6MT,1969,Diesel,0,,142,1865,,1865,Euro 6d-TEMP,190
VOLVO,XC60 MY19,"D4 AWD Momentum Pro 19"" Alloy",6MT,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,190
VOLVO,XC60 MY19,"D4 AWD R-Design 19"" Alloy",6MT,1969,Diesel,0,,142,1865,,1865,Euro 6d-TEMP,190
VOLVO,XC60 MY19,"D4 AWD R-Design 19"" Alloy",6MT,1969,Diesel,0,,142,1632,,1632,Euro 6d-TEMP,190
VOLVO,"S90, MY20","D5 POWERPULSE AWD Inscription Plus 19"" Alloy",8AT,1969,Diesel,0,33,142,1870,,1870,Euro 6d-TEMP,235
VOLVO,"S90, MY20","D5 POWERPULSE AWD Inscription Plus 19"" Alloy",8AT,1969,Diesel,0,33,142,1673,,1673,Euro 6d-TEMP,235
VOLVO,"S90, MY20","D5 POWERPULSE AWD Inscription Plus 20"" Alloy",8AT,1969,Diesel,0,33,142,1870,,1870,Euro 6d-TEMP,235
VOLVO,"S90, MY20","D5 POWERPULSE AWD Inscription Plus 20"" Alloy",8AT,1969,Diesel,0,33,142,1673,,1673,Euro 6d-TEMP,235
VOLVO,"XC40, MY20","D3 AWD Inscription 19"" Alloy",8A-AWD,1969,Diesel,0,34,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Inscription 19"" Alloy",8A-AWD,1969,Diesel,0,34,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Inscription 20"" Alloy",8A-AWD,1969,Diesel,0,34,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Inscription 20"" Alloy",8A-AWD,1969,Diesel,0,34,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Inscription Pro 19"" Alloy",8A-AWD,1969,Diesel,0,34,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Inscription Pro 19"" Alloy",8A-AWD,1969,Diesel,0,34,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Inscription Pro 20"" Alloy",8A-AWD,1969,Diesel,0,34,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Inscription Pro 20"" Alloy",8A-AWD,1969,Diesel,0,29,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Momentum 19"" Alloy",8A-AWD,1969,Diesel,0,29,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Momentum 19"" Alloy",8A-AWD,1969,Diesel,0,29,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Momentum 20"" Alloy",8A-AWD,1969,Diesel,0,29,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Momentum 20"" Alloy",8A-AWD,1969,Diesel,0,29,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Momentum Pro 19"" Alloy",8A-AWD,1969,Diesel,0,29,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Momentum Pro 19"" Alloy",8A-AWD,1969,Diesel,0,29,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Momentum Pro 20"" Alloy",8A-AWD,1969,Diesel,0,29,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD Momentum Pro 20"" Alloy",8A-AWD,1969,Diesel,0,29,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD R-Design 19"" Alloy",8A-AWD,1969,Diesel,0,29,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD R-Design 19"" Alloy",8A-AWD,1969,Diesel,0,29,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD R-Design 20"" Alloy",8A-AWD,1969,Diesel,0,29,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD R-Design 20"" Alloy",8A-AWD,1969,Diesel,0,29,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD R-Design Pro 20"" Alloy",8A-AWD,1969,Diesel,0,29,142,1712,,1712,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","D3 AWD R-Design Pro 20"" Alloy",8A-AWD,1969,Diesel,0,29,142,1632,,1632,Euro 6d-TEMP,150
VOLVO,"XC40, MY20","T3  Inscription 18"" Alloy",6MT,1477,Petrol,0,29,142,1986,,1986,Euro 6d-TEMP,156
VOLVO,"XC40, MY20","T3  Inscription 18"" Alloy",6MT,1477,Petrol,0,29,142,1709,,1709,Euro 6d-TEMP,156
VOLVO,"XC40, MY20","T3  Inscription Pro 18"" Alloy",6MT,1477,Petrol,0,29,142,1986,,1986,Euro 6d-TEMP,156
VOLVO,"XC40, MY20","T3  Inscription Pro 18"" Alloy",6MT,1477,Petrol,0,29,142,1709,,1709,Euro 6d-TEMP,156
VOLVO,"XC40, MY20","T3  Momentum 18"" Alloy",6MT,1477,Petrol,0,29,142,1986,,1986,Euro 6d-TEMP,156
VOLVO,"XC40, MY20","T3  Momentum 18"" Alloy",6MT,1477,Petrol,0,29,142,1709,,1709,Euro 6d-TEMP,156
VOLVO,"XC40, MY20","T3  Momentum Pro 18"" Alloy",6MT,1477,Petrol,0,29,142,1986,,1986,Euro 6d-TEMP,156
VOLVO,"XC40, MY20","T3  Momentum Pro 18"" Alloy",6MT,1477,Petrol,0,29,142,1709,,1709,Euro 6d-TEMP,156
VOLVO,"XC40, MY20","T3  R-Design 18"" Alloy",6MT,1477,Petrol,0,34,142,1986,,1986,Euro 6d-TEMP,156
VOLVO,"XC40, MY20","T3  R-Design 18"" Alloy",6MT,1477,Petrol,0,29,142,1709,,1709,Euro 6d-TEMP,156
VOLVO,"XC60, MY20","B4 AWD Inscription 19"" Alloy",8AT,1969,Diesel,0,22,142,1855,,1855,Euro 6d-TEMP,197
VOLVO,"XC60, MY20","B4 AWD Inscription 19"" Alloy",8AT,1969,Diesel,0,22,142,1579,,1579,Euro 6d-TEMP,197
VOLVO,"XC60, MY20","B4 AWD Momentum 18"" Alloy",8AT,1969,Diesel,0,22,142,1855,,1855,Euro 6d-TEMP,197
VOLVO,"XC60, MY20","B4 AWD Momentum 18"" Alloy",8AT,1969,Diesel,0,22,142,1579,,1579,Euro 6d-TEMP,197
VOLVO,"XC60, MY20","B4 AWD Momentum 19"" Alloy",8AT,1969,Diesel,0,22,142,1855,,1855,Euro 6d-TEMP,197
VOLVO,"XC60, MY20","B4 AWD Momentum 19"" Alloy",8AT,1969,Diesel,0,22,142,1579,,1579,Euro 6d-TEMP,197
VOLVO,"XC60, MY20","B4 AWD Momentum Pro 18"" Alloy",8AT,1969,Diesel,0,22,142,1855,,1855,Euro 6d-TEMP,197
VOLVO,"XC60, MY20","B4 AWD Momentum Pro 18"" Alloy",8AT,1969,Diesel,0,22,142,1579,,1579,Euro 6d-TEMP,197
VOLVO,"XC60, MY20","B4 AWD Momentum Pro 19"" Alloy",8AT,1969,Diesel,0,22,142,1855,,1855,Euro 6d-TEMP,197
VOLVO,"XC60, MY20","B4 AWD Momentum Pro 19"" Alloy",8AT,1969,Diesel,0,22,142,1579,,1579,Euro 6d-TEMP,197
VOLVO,"XC60, MY20","B4 AWD R-Design 19"" Alloy",8AT,1969,Diesel,0,22,142,1855,,1855,Euro 6d-TEMP,197
VOLVO,"XC60, MY20","B4 AWD R-Design 19"" Alloy",8AT,1969,Diesel,0,22,142,1579,,1579,Euro 6d-TEMP,197
VOLVO,"XC60, MY20","B5 AWD Inscription 19"" Alloy",8AT,1969,Diesel,0,22,142,1855,,1855,Euro 6d-TEMP,235
VOLVO,"XC60, MY20","B5 AWD Inscription 19"" Alloy",8AT,1969,Diesel,0,22,142,1579,,1579,Euro 6d-TEMP,235
VOLVO,"XC60, MY20","B5 AWD R-Design 19"" Alloy",8AT,1969,Diesel,0,22,142,1855,,1855,Euro 6d-TEMP,235
VOLVO,"XC60, MY20","B5 AWD R-Design 19"" Alloy",8AT,1969,Diesel,0,22,142,1579,,1579,Euro 6d-TEMP,235
FORD,Mondeo Model Year Pre 2019¾,2.0 EcoBlue,A8-AWD,1995,Diesel,0,,143,1732,,1732,Euro 6d-TEMP,190
FORD,Mondeo Model Year Post 2019¾,2.0 EcoBlue,A8-AWD,1995,Diesel,,,143,1732,,1732,Euro 6d-TEMP,190
FORD,S-MAX Model Year Pre 2019¾,2.0 EcoBlue,M6,1995,Diesel,0,,143,1761,,1761,Euro 6d-TEMP,190
FORD,S-MAX Model Year Pre 2019¾,2.0 EcoBlue,M6,1995,Diesel,0,,143,1761,,1761,Euro 6d-TEMP,150
FORD,S-MAX Model Year Post 2019¾,2.0 EcoBlue,M6,1995,Diesel,,,143,1761,,1761,Euro 6d-TEMP,150
FORD,Galaxy Model Year Pre 2019¾,2.0 EcoBlue,M6,1995,Diesel,0,,143,1761,,1761,Euro 6d-TEMP,150
FORD,Galaxy Model Year Pre 2019¾,2.0 EcoBlue,M6,1995,Diesel,0,,143,1761,,1761,Euro 6d-TEMP,190
FORD,Galaxy Model Year Post 2019¾,2.0 EcoBlue,M6,1995,Diesel,,,143,1761,,1761,Euro 6d-TEMP,150
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1881,,1881,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo SE 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1881,,1881,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1832,,1832,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1881,,1881,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1881,,1881,Euro 6d-TEMP,173
HONDA,CR-V 2019,CR-V 1.5 VTEC Turbo S 2WD 5 door (Standard Model),A5,1498,Petrol,0,,143,1856,,1856,Euro 6d-TEMP,173
